17580.6285715097,1433.5964443435787,1433.5964443435787
14872.327091077328,2733.1779677174536,4982.649362649422
19401.81135314599,5272.201409727581,5272.201409727581
15811.907826759092,4975.741213756772,11584.157242979394
18578.580082062595,6647.193545408457,6647.193545408457
14882.76295406038,6381.025110952351,7095.305206427325
15200.118138415388,1627.4696457444336,1627.4696457444336
15869.440996282403,1573.12021686527,1573.12021686527
22050.47002116388,2084.7288109932015,6651.754907070349
17518.586445931298,2515.9848041382065,9828.105903638181
13956.379426019585,3808.152874188534,5215.250330494805
15014.329952604206,1931.621269676486,1931.621269676486
18652.732556053284,2886.750432771986,2886.750432771986
16507.836579833744,3272.1462268639243,3272.1462268639243
14952.372267048508,2699.5784591362685,2699.5784591362685
19189.517971313537,7189.997274937159,10194.479097220647
16588.299587324003,6577.889599295718,6577.889599295718
20765.5280157378,4806.545837157435,4806.545837157435
18521.354639954847,5422.096213168305,6629.838612465892
19627.01866915664,3791.741369917995,3791.741369917995
16129.119676755849,3667.2802671147083,3667.2802671147083
13170.01501850852,3527.9640313328746,3527.9640313328746
14302.739231739739,1990.055112020903,3440.831405327942
14389.605726868058,5728.275055445645,5728.275055445645
15589.729324811076,5718.341099941777,5718.341099941777
14590.410772603444,1857.3545865795047,1857.3545865795047
18205.51242344661,1441.4780016483867,1441.4780016483867
15901.851256677002,2072.285260981694,2072.285260981694
12602.552466291318,5455.190500918497,5555.15242640055
12204.232248578535,1506.5883892530615,1506.5883892530615
18244.255289836547,1517.9076176483093,1517.9076176483093
18599.513852373675,7482.39352159033,7482.39352159033
18045.648531722843,3035.8270208491294,3035.8270208491294
16117.13027021356,5678.7709079873985,5678.7709079873985
12893.348664227628,1969.2359205112562,1969.2359205112562
14798.652613010234,10029.752368079724,10029.752368079724
12470.52018161408,2309.865437482423,2462.501867223797
17194.433626129263,8722.653548697064,8722.653548697064
14456.833105872185,4250.143676896747,4250.143676896747
18130.403157496534,1942.000054106559,3210.535629268916
14653.580116290888,2240.912661199633,2240.912661199633
18985.177962670634,6074.820756774104,10578.294121536217
13393.883366768876,3839.9251665332304,3839.9251665332304
14204.1355810818,3497.067706378678,5665.694931020815
18584.918776609586,2987.1008135658926,2987.1008135658926
16036.16610196479,2239.174705869192,2239.174705869192
14254.405495385256,1497.8144605056627,1497.8144605056627
14282.79767264293,3265.628131786958,3362.3127566050034
13177.73263871985,2525.411776653137,2525.411776653137
13357.32786245581,1463.3333906646299,1463.3333906646299
