49,4,4
49,13,24
49,43,37
49,36,374
49,46,32
49,1466,281
49,8,9
49,6,5
49,13,222
49,14,43
49,33,91
49,14,44
49,39,496
49,37,44
49,9,9
49,135,38
49,101,49
49,33,33
49,181,352
49,24,22
49,20,20
49,36,21
49,8,18
49,40,39
49,31,30
49,12,10
49,4,3
49,16,13
49,127,64
49,5,5
49,4,4
49,36,35
49,25,43
49,566,660
49,10,9
49,4669,122
49,18,13
49,495,284
49,140,18844
49,16,16
49,24,78
49,101,66
49,36,16
49,25,23
49,16,11
49,23,13
49,4,4
49,38,17
49,27,16
49,5,5
